LOC,GENO,TAXA,range,row,BLOCK,Y,M,h1,h2,h3,h4
13EF,PRE0512,NSL52251,40,4,19,9.177085714,0.760204082,0.15,1.55,3.1,3.6
13EF,PRE0442,NSL54877,40,5,19,9.18,0.776119403,0.225,1.6,3.3,3.7
13EF,PRE0214,PI291239,40,6,19,11.49964647,0.836099585,0.225,1.35,3,4.3
13EF,PRE1017,PI329814,40,7,20,7.481566292,0.792134831,0.225,1.55,2.8,3.5
13EF,PRE0523,PI651131,40,8,20,6.976702299,0.790229885,0.2,1.15,1.8,2.3
13EF,PRE1019,PI329836,40,9,20,8.886400966,0.79468599,0.175,0.95,2.4,3
13EF,PRE0730,PI570750,40,10,20,7.522859259,0.688453159,0.2,1.6,2.9,3.2
13EF,PRE0522,PI562995,40,11,20,8.761965854,0.74695122,0.2,1.3,2.8,3.4
13EF,PRE0210,PI291234,40,12,20,5.071547368,0.763157895,0.175,1.8,3.8,3.9
13EF,PRE0500,NSL55745,40,2,19,6.899360338,0.79535865,0.25,1.45,2.2,3
13EF,Pacesetter,commercial hybrid,40,3,19,15.14455459,0.762564991,0.3,2.1,3.6,3.9
14EF,PRE1116,NSL51949,1,1,1,4.747282443,0.834605598,0.4,1.035,3.086,3.297
14EF,PRE0590,NSL55749,1,4,1,7.279854545,0.807486631,0.39,1.1,2.646,3.493
14EF,PRE0337,PI562944,1,5,1,6.474840876,0.784671533,0.325,0.75,2.262,2.898
14EF,PRE0725,NSL51906,1,6,1,5.795618375,0.64664311,0.385,1.2,3.092,3.073
14EF,ZMA_5293,PI505720,1,7,2,10.0485993,0.790940767,0.525,1.27,3.008,3.667
14EF,PRE1125,NSL50971,1,8,2,6.77076726,0.793594306,0.35,0.86,2.577,3.11
14EF,PRE0600,PI152862,1,9,2,9.081727575,0.681063123,0.475,1.735,4.428,4.01
14EF,PRE0784,NSL54496,1,10,2,3.573681951,0.836585366,0.35,1.205,3.155,3.092
14EF,PRE0559,NSL51693,1,11,2,9.276391753,0.742268041,0.425,1.35,3.107,3.704
14EF,PRE1156,PI330098,1,12,2,8.243322667,0.737777778,0.325,1.39,3.784,4.25
14EF,Pacesetter,commercial hybrid,1,2,1,13.2928,0.764705882,0.595,1.44,3.421,3.601
14EF,PRE0156,PI276817,1,3,1,4.667121951,0.804878049,0.425,1.07,1.77,2.281
14EF,PRE0016,PI147933,2,1,1,4.382330693,0.712871287,0.475,1.455,2.727,3.206
14EF,PRE1033,PI330174,2,4,1,6.569302817,0.725352113,0.45,1.195,3.093,3.601
14EF,PRE1155,PI330095,2,5,1,10.58982166,0.714801444,0.525,1.78,3.944,4.438
14EF,PRE0227,PI152589,2,6,1,11.08673684,0.628482972,0.375,1.655,3.246,3.152
14EF,PRE0170,PI276837,2,7,2,8.121039788,0.721485411,0.445,1.48,3.541,3.399
14EF,PRE0643,NSL51504,2,8,2,7.659636098,0.702439024,0.325,0.74,1.276,1.219
14EF,PRE0913,PI571020,2,9,2,7.124808511,0.776595745,0.425,1.155,2.647,2.642
14EF,PRE1021,PI329901,2,10,2,8.929868735,0.821002387,0.4,1.17,2.78,3.434
14EF,PRE0712,NSL51905,2,11,2,6.982719171,0.774611399,0.385,1.22,3.238,3.405
14EF,PRE0041,PI148114,2,12,2,9.700671287,0.772277228,0.5,1.81,3.605,3.967
14EF,PRE1321,NSL365751,2,2,1,7.368545303,0.745302714,0.425,1.105,2.399,3.347
14EF,PRE0500,NSL55745,2,3,1,8.417166023,0.776061776,0.45,1.065,2.193,2.522
14EF,PRE0212,PI291237,3,1,1,8.429601319,0.751648352,0.41,1.75,3.296,3.844
14EF,PRE0368,NSL54318,3,4,1,7.46468595,0.831955923,0.435,1.115,2.48,3.224
14EF,PRE0091,PI156143,3,5,1,10.49130122,0.722560976,0.375,1.385,3,3.53
14EF,PRE1038,PI330886,3,6,1,8.164352,0.767272727,0.325,1.14,2.661,3.084
14EF,PRE0485,NSL55714,3,7,2,11.36633247,0.706493506,0.5,1.675,3.685,4.174
14EF,PRE0354,NSL51978,3,8,2,9.500380328,0.782786885,0.45,1.235,2.661,2.92
14EF,PRE0275,PI651116,3,9,2,6.657885714,0.792717087,0.375,0.99,2.72,3.156
14EF,PRE0437,NSL54705,3,10,2,10.30162222,0.743055556,0.375,1.605,3.759,4.011
14EF,Pacesetter,commercial hybrid,3,11,2,12.59981423,0.734082397,0.55,1.6,3.188,3.933
14EF,PRE0707,NSL365686,3,12,2,1.037259259,0.793028322,0.45,1.455,2.595,2.734
14EF,PRE0704,NSL51876,3,2,1,11.81215089,0.751898734,0.4,1.38,3.056,3.698
14EF,Maila,PI505713,3,3,1,10.90268101,0.759493671,0.525,1.26,2.791,3.614
14EF,PRE1506,NSL360555,4,1,1,3.459185185,0.855379189,0.375,0.845,3.068,3.299
14EF,PRE0270,PI651113,4,4,1,8.429872626,0.80726257,0.45,1.11,2.7,3.215
14EF,PRE0370,PI660595,4,5,1,10.05762637,0.778135048,0.49,1.4,2.745,3.338
14EF,PRE0605,PI563028,4,6,1,5.459314615,0.642307692,0.325,1.27,3.589,3.455
14EF,PRE0262,NSL50464,4,7,2,11.80823218,0.67192429,0.45,1.58,3.721,4.185
14EF,PRE0199,PI248317,4,8,2,7.56296,0.8,0.275,1.065,2.956,3.342
14EF,PRE0545,NSL50603,4,9,2,7.534628571,0.798319328,0.475,0.955,2.474,3.139
14EF,PRE0397,NSL54220,4,10,2,6.98893468,0.774410774,0.45,1.175,2.586,3.101
14EF,PRE0214,PI291239,4,11,2,8.122423267,0.834158416,0.4,1.23,2.663,3.281
14EF,PRE0671,NSL51603,4,12,2,10.99120208,0.664935065,0.475,1.82,3.681,3.725
14EF,PRE0023,PI148084,4,2,1,9.143246903,0.792035398,0.45,1.53,3.139,3.39
14EF,PRE0165,PI276828,4,3,1,8.556901149,0.781609195,0.425,0.95,2.566,3.4
14EF,PRE0223,PI563508,5,1,3,3.526344,0.82,0.325,1.33,2.658,2.734
14EF,PRE0491,NSL55723,5,4,3,6.60500733,0.814136126,0.325,0.945,2.778,3.185
14EF,PRE0563,NSL51962,5,5,3,6.893393399,0.825082508,0.34,0.805,2.147,2.819
14EF,PRE1017,PI329814,5,6,3,7.940649704,0.74556213,0.375,1.01,2.913,2.878
14EF,PRE0257,NSL50449,5,7,4,7.552901299,0.775974026,0.465,1.265,2.989,3.736
14EF,PRE1440,PI522160,5,8,4,9.247595238,0.738095238,0.325,1.05,2.675,3.249
14EF,PRE0293,NSL50748,5,9,4,7.54045668,0.773279352,0.425,1.17,2.518,3.051
14EF,PRE0235,PI267614,5,10,4,8.922166667,0.791666667,0.5,1.355,2.77,3.338
14EF,MA38,PI508366,5,11,4,8.549896104,0.779220779,0.575,1.35,2.56,3.515
14EF,PRE0455,NSL54962,5,12,4,11.02466038,0.701257862,0.5,1.875,3.685,3.862
14EF,PRE1262,PI571191,5,2,3,5.451668182,0.795454545,0.325,1.22,3.216,3.43
14EF,PRE0261,PI660556,5,3,3,7.669769536,0.794701987,0.375,1.015,2.84,3.314
14EF,PRE0480,NSL55734,6,1,3,3.481639922,0.722113503,0.385,1.33,2.63,2.582
14EF,Pacesetter,commercial hybrid,6,4,3,13.37266131,0.751256281,0.475,1.505,3.091,3.514
14EF,PRE0951,PI152856,6,5,3,4.398009677,0.846774194,0.405,0.705,1.699,2.316
14EF,PRE0837,PI562839,6,6,3,8.500829268,0.68641115,0.35,1.28,3.177,3.572
14EF,PRE0483,NSL55711,6,7,4,7.429502894,0.778135048,0.41,1.395,3.35,3.964
14EF,PRE1031,PI330165,6,8,4,11.37247692,0.717948718,0.425,1.465,2.99,4.087
14EF,PRE0054,PI152654,6,9,4,8.950335484,0.729032258,0.375,1.085,2.751,3.484
14EF,PRE0291,NSL50663,6,10,4,6.288936727,0.810909091,0.425,0.74,2.301,3.034
14EF,PRE0569,PI660599,6,11,4,7.825793502,0.779783394,0.425,1.055,2.785,3.085
14EF,PRE0214,PI291239,6,12,4,6.822217241,0.844827586,0.45,1.155,2.943,3.454
14EF,PRE0999,PI329323,6,2,3,9.404963942,0.819711538,0.4,0.935,2.717,3.523
14EF,PRE0311,PI152593,6,3,3,7.019942756,0.819787986,0.3,0.835,2.823,3.391
14EF,PRE0475,NSL55685,7,1,3,9.016175908,0.780114723,0.35,1.02,2.696,3.195
14EF,PRE0344,NSL51959,7,4,3,7.630172277,0.831683168,0.385,0.81,2.526,3.006
14EF,PRE0830,NSL54779,7,5,3,7.376546565,0.614503817,0.45,1.49,3.378,3.445
14EF,PRE0210,PI291234,7,6,3,7.100108709,0.678678679,0.3,1.325,3.221,3.335
14EF,PRE0140,PI276791,7,7,4,7.47316699,0.699029126,0.4,1.085,3.944,4.263
14EF,PRE1237,NSL56134,7,8,4,8.51838,0.770588235,0.35,1.04,3.175,3.895
14EF,PRE0970,PI297117,7,9,4,6.009515408,0.821752266,0.34,0.83,2.113,2.797
14EF,PRE1441,PI524948,7,10,4,9.072225397,0.793650794,0.475,1.05,2.641,3.527
14EF,PRE0033,PI148101,7,11,4,12.12206944,0.765578635,0.475,1.39,3.499,3.709
14EF,PRE0048,PI152591,7,12,4,7.150228692,0.818565401,0.39,0.95,2.557,3.06
14EF,PRE0621,NSL51265,7,2,3,7.4746875,0.6875,0.35,1.43,3.806,3.837
14EF,PRE0413,PI660603,7,3,3,7.362331325,0.825301205,0.35,0.775,2.445,2.938
14EF,PRE0512,NSL52251,8,1,3,7.966697233,0.778656126,0.31,0.915,3.02,3.75
14EF,PRE0340,PI570813,8,4,3,6.450475289,0.845265589,0.25,0.54,2.203,2.371
14EF,PRE0080,PI153860,8,5,3,6.464782875,0.822629969,0.335,0.735,2.408,3.138
14EF,PRE0408,NSL54236,8,6,3,6.721258305,0.769491525,0.34,0.695,2.381,2.726
14EF,PRE0891,NSL55048,8,7,4,6.898026627,0.659763314,0.35,1.095,3.35,3.496
14EF,PRE0501,NSL55713,8,8,4,9.460098876,0.685393258,0.375,1.09,3.124,3.704
14EF,Pacesetter,commercial hybrid,8,9,4,9.211043478,0.747282609,0.41,1.365,2.062,3.422
14EF,PRE0112,PI257603,8,10,4,8.559019847,0.727735369,0.325,0.98,2.122,3.633
14EF,PRE1108,NSL52327,8,11,4,8.176821053,0.766917293,0.25,0.73,2.7,3.397
14EF,PRE0022,PI148083,8,12,4,8.667730366,0.79973822,0.385,1.345,3.555,4.083
14EF,PRE0258,PI651102,8,2,3,8.515964158,0.749103943,0.275,0.74,2.634,3.17
14EF,PRE0347,NSL51963,8,3,3,6.276568874,0.824503311,0.36,0.6,2.153,2.871
14EF,PRE1040,PI330897,9,1,5,5.927008776,0.801385681,0.35,0.845,2.256,2.839
14EF,PRE0157,PI276818,9,4,5,8.403972973,0.810810811,0.45,1.275,2.956,3.695
14EF,PRE0366,NSL54178,9,5,5,6.92512,0.8,0.4,0.845,2.527,3.276
14EF,PRE0329,NSL51691,9,6,5,7.956,0.820895522,0.325,0.7,2.042,2.614
14EF,PRE0109,PI257598,9,7,6,8.692997377,0.629508197,0.425,1.255,3.367,3.418
14EF,PRE1089,NSL55476,9,8,6,9.386395455,0.579545455,0.425,1.555,3.83,4.058
14EF,PRE0090,PI156034,9,9,6,5.235725806,0.816129032,0.25,0.63,1.929,2.743
14EF,PRE0010,PI147919,9,10,6,9.608566757,0.803814714,0.375,0.97,3.134,3.907
14EF,PRE0380,NSL54162,9,11,6,6.259604585,0.799426934,0.375,0.695,2.234,3.06
14EF,PRE0159,PI276820,9,12,6,4.203187805,0.844947735,0.325,0.83,3.027,3.753
14EF,PRE0240,NSL55665,9,2,5,6.561951079,0.798561151,0.29,0.825,2.714,3.138
14EF,PRE0835,NSL54832,9,3,5,7.441466667,0.637037037,0.375,1.18,3.762,4.015
14EF,Pacesetter,commercial hybrid,10,1,5,9.616166497,0.776649746,0.425,1.055,3.163,3.566
14EF,PRE0457,NSL54977,10,4,5,8.734579882,0.763313609,0.375,1.19,2.974,3.561
14EF,PRE0004,PI147829,10,5,5,9.677517483,0.685314685,0.375,1.245,3.49,3.677
14EF,PRE0482,NSL55706,10,6,5,7.135439275,0.806646526,0.3,0.885,2.534,2.938
14EF,PRE0386,PI660598,10,7,6,8.776408202,0.813880126,0.35,0.92,2.577,3.026
14EF,PRE0284,NSL50499,10,8,6,7.860351648,0.78021978,0.4,0.91,2.505,2.631
14EF,PRE1215,NSL365720,10,9,6,6.432916239,0.831908832,0.325,0.85,2.043,2.498
14EF,PRE0369,NSL54141,10,10,6,7.687284746,0.813559322,0.4,0.945,2.562,2.986
14EF,PRE0023,PI148084,10,11,6,12.09305787,0.789340102,0.325,1.195,3.26,3.966
14EF,PRE0519,NSL50630,10,12,6,5.93784985,0.831831832,0.285,0.665,2.138,2.602
14EF,PRE0290,NSL50613,10,2,5,5.943294118,0.820069204,0.425,0.805,2.595,3.058
14EF,PRE0454,NSL54878,10,3,5,6.712506667,0.773333333,0.3,0.81,2.851,3.419
14EF,PRE0562,PI570751,11,1,5,8.315918182,0.703208556,0.35,1.11,3.471,3.711
14EF,PRE0489,NSL55694,11,4,5,8.395215517,0.784482759,0.35,1.16,3.076,3.684
14EF,PRE0061,PI152727,11,5,5,9.88235205,0.772870662,0.425,0.965,2.943,3.607
14EF,PRE0387,NSL54114,11,6,5,7.318465068,0.818493151,0.4,0.73,2.297,2.792
14EF,PRE1024,PI329904,11,7,6,6.690894872,0.814102564,0.375,0.865,2.84,3.232
14EF,PRE1484,PI660626,11,8,6,7.964864286,0.711038961,0.35,1.19,3.709,3.895
14EF,PRE1494,PI570380,11,9,6,6.3516,0.612745098,0.375,1.025,3.247,3.155
14EF,ZMA_5327,PI505730,11,10,6,6.025533333,0.801120448,0.4,0.985,2.662,3.293
14EF,PRE0300,NSL50843,11,11,6,9.90528,0.773529412,0.35,1.055,2.755,3.534
14EF,PRE0240,NSL55665,11,12,6,7.250088651,0.809421842,0.275,0.805,2.789,3.469
14EF,PRE0038,PI148108,11,2,5,8.822486909,0.783636364,0.375,1.35,3.64,4.191
14EF,PRE0852,NSL54725,11,3,5,8.308234061,0.68558952,0.4,1.36,3.302,3.337
14EF,PRE0373,PI660602,12,1,5,6.286688312,0.816017316,0.425,0.96,2.756,3.153
14EF,PRE0041,PI148114,12,4,5,11.18715711,0.785547786,0.5,1.615,3.432,4.346
14EF,PRE1117,NSL51952,12,5,5,8.927546559,0.55465587,0.55,1.775,3.534,3.529
14EF,PRE0460,NSL55051,12,6,5,10.84094359,0.628205128,0.35,1.45,3.367,3.177
14EF,Pacesetter,commercial hybrid,12,7,6,12.83052168,0.754045307,0.525,1.49,2.979,3.606
14EF,PRE0025,PI148086,12,8,6,8.954206829,0.751219512,0.525,1.65,3.408,3.83
14EF,PRE0296,NSL50614,12,9,6,7.230511945,0.788395904,0.475,0.925,2.782,3.173
14EF,PRE0827,NSL54755,12,10,6,12.15291509,0.632075472,0.525,1.52,4.113,4.095
14EF,PRE0006,PI147837,12,11,6,10.07966873,0.808450704,0.4,0.965,2.652,3.117
14EF,PRE0550,PI651106,12,12,6,3.584936279,0.844186047,0.325,0.52,2.091,2.205
14EF,PRE0245,NSL54892,12,2,5,8.365553525,0.746736292,0.375,1.285,3.426,3.734
14EF,PRE1476,NSL365799,12,3,5,4.498097659,0.759197324,0.325,0.66,2.559,3.365
14EF,PRE1439,PI522129,13,1,7,4.860121739,0.780051151,0.325,0.86,2.342,2.857
14EF,PRE0282,PI563023,13,4,7,8.114702362,0.795275591,0.475,1.08,2.726,3.256
14EF,PRE1330,NSL365760,13,5,7,11.04474063,0.7734375,0.425,1.205,2.645,3.075
14EF,PRE0042,NSL52312,13,6,7,3.538563805,0.849187935,0.3,0.805,1.863,2.55
14EF,PRE0019,PI147937,13,7,8,8.386391826,0.839237057,0.45,1.305,3.019,3.588
14EF,PRE0428,NSL54577,13,8,8,6.021620282,0.808450704,0.385,0.74,2.283,3.082
14EF,PRE0055,PI152662,13,9,8,11.33201455,0.563636364,0.525,2.32,2.555,2.427
14EF,PRE0248,NSL50374,13,10,8,9.661216438,0.753424658,0.375,1.32,3.146,3.611
14EF,PRE0281,NSL50989,13,11,8,9.319090909,0.795454545,0.325,0.88,2.422,2.998
14EF,PRE1076,PI660632,13,12,8,5.608688235,0.814878893,0.3,0.71,1.29,2.666
14EF,PRE1184,PI329686,13,2,7,2.501756213,0.810650888,0.475,1.335,2.688,3.417
14EF,PRE1025,PI329915,13,3,7,5.169590323,0.783870968,0.425,1.19,2.333,2.436
14EF,PRE0299,NSL50827,14,1,7,7.704860417,0.822916667,0.425,1.005,2.871,3.067
14EF,PRE0405,PI570928,14,4,7,9.01506383,0.680851064,0.275,1.33,4.047,4.022
14EF,PRE0719,PI570756,14,5,7,10.01446645,0.725239617,0.375,1.575,3.288,3.594
14EF,PRE0733,NSL51016,14,6,7,6.830325806,0.822580645,0.38,0.76,2.028,2.455
14EF,PRE0372,PI660600,14,7,8,6.421986282,0.794223827,0.4,1.045,2.524,3.158
14EF,PRE1049,PI329597,14,8,8,12.57337662,0.675324675,0.5,1.88,3.757,4.332
14EF,PRE0726,NSL52124,14,9,8,4.164086022,0.634408602,0.425,1.245,2.615,2.522
14EF,PRE0187,PI285042,14,10,8,9.366753435,0.782442748,0.45,1.31,3.245,3.656
14EF,PRE0451,NSL54662,14,11,8,9.170983929,0.758928571,0.4,1.32,3.29,3.818
14EF,Pacesetter,commercial hybrid,14,12,8,6.026524496,0.853025937,0.45,1.58,3.378,3.64
14EF,PRE0141,PI276792,14,2,7,7.716119149,0.829787234,0.35,1.035,2.369,2.739
14EF,PRE1070,PI660630,14,3,7,NA,NA,0.35,0.645,1.217,1.204
14EF,PRE0256,NSL50448,15,1,7,6.442578947,0.80495356,0.375,0.795,2.537,3.369
14EF,PRE0589,NSL55693,15,4,7,6.531443928,0.803617571,0.385,1.06,3.009,3.289
14EF,PRE0420,PI570969,15,5,7,11.23919164,0.721254355,0.425,0.96,2.227,2.438
14EF,PRE0601,NSL50398,15,6,7,7.885384615,0.538461538,0.425,1.14,3.018,2.985
14EF,PRE0188,PI285043,15,7,8,10.71592969,0.737201365,0.45,1.35,3.263,3.53
14EF,PRE0147,PI276803,15,8,8,8.173912131,0.790163934,0.425,1.125,2.899,3.807
14EF,PRE0307,NSL55843,15,9,8,8.542873443,0.718032787,0.4,1.375,3.655,3.962
14EF,PRE1446,PI505705,15,10,8,10.30504015,0.755474453,0.425,0.995,2.937,3.665
14EF,PRE0029,PI148093,15,11,8,2.936804627,0.781491003,0.45,1.455,3.597,3.947
14EF,PRE0471,NSL55669,15,12,8,10.85678393,0.742382271,0.425,1.6,3.33,3.851
14EF,PRE0038,PI148108,15,2,7,11.06207294,0.779270633,0.375,1.505,3.147,3.866
14EF,Pacesetter,commercial hybrid,15,3,7,13.18461951,0.743902439,0.5,1.42,3.057,3.693
14EF,PRE0790,NSL50350,16,1,7,7.51382199,0.780104712,0.275,0.84,2.491,3.113
14EF,PRE1322,NSL365752,16,4,7,6.480517241,0.784482759,0.34,0.615,2.226,2.633
14EF,PRE1047,PI329311,16,5,7,11.99326482,0.71541502,0.5,1.575,3.66,4.143
14EF,PRE0254,NSL365683,16,6,7,9.9093,0.75,0.375,1.21,3.143,3.754
14EF,PRE0072,PI153844,16,7,8,6.712751613,0.745967742,0.425,1.325,3.209,3.711
14EF,PRE0278,NSL50587,16,8,8,8.148830418,0.756653992,0.365,0.9,2.802,3.32
14EF,PRE1154,PI330094,16,9,8,9.872529134,0.661417323,0.45,1.265,3.283,3.151
14EF,PRE0804,PI570991,16,10,8,8.710962874,0.691616766,0.35,1.135,3.118,3.047
14EF,PRE0527,NSL50717,16,11,8,6.187497183,0.795774648,0.355,0.835,2.529,2.787
14EF,PRE0215,PI291240,16,12,8,5.401646043,0.752997602,0.375,1.135,3.384,3.917
14EF,PRE0808,PI267366,16,2,7,7.948015484,0.664516129,0.375,1.28,3.538,3.549
14EF,ZMA_5379,PI505741,16,3,7,7.9328,0.764705882,0.35,1,2.906,3.537
14EF,PRE1506,NSL360555,17,1,9,5.805810488,0.853526221,0.4,0.79,2.329,2.914
14EF,PRE0155,PI276816,17,4,9,6.3784,0.838150289,0.36,0.975,2.247,2.612
14EF,PRE0331,PI221662,17,5,9,9.000350988,0.798418972,0.425,1.13,3.022,3.835
14EF,PRE0036,PI148105,17,6,9,1.3503984,0.772,0.34,1.33,3.175,3.271
14EF,PRE0899,NSL55587,17,7,10,10.57918644,0.661016949,0.425,1.2,3.55,3.651
14EF,PRE0427,NSL54574,17,8,10,6.408486792,0.801886792,0.35,0.685,2.488,2.874
14EF,PRE0229,PI562715,17,9,10,5.000541748,0.815533981,0.45,0.875,2.304,2.799
14EF,Pacesetter,commercial hybrid,17,10,10,12.08320405,0.75443038,0.475,1.46,3.182,3.454
14EF,PRE0086,PI154868,17,11,10,7.948084375,0.828125,0.425,1.055,2.603,3.087
14EF,PRE0580,NSL54818,17,12,10,8.618068269,0.793269231,0.4,1.12,3.075,3.527
14EF,PRE0537,NSL50716,17,2,9,7.6313,0.833333333,0.35,0.77,2.335,2.85
14EF,PRE0003,PI147828,17,3,9,12.83726667,0.766169154,0.425,1.265,3.197,3.586
14EF,PRE0529,NSL50733,18,1,9,6.460244311,0.808383234,0.34,0.825,2.827,3.045
14EF,PRE0391,PI647743,18,4,9,5.896839886,0.831908832,0.35,0.935,2.499,2.876
14EF,PRE0301,NSL51030,18,5,9,7.143439306,0.797687861,0.3,0.91,2.569,3.192
14EF,PRE0958,NSL55523,18,6,9,10.251,0.666666667,0.325,1.295,3.707,3.995
14EF,PRE0330,NSL51780,18,7,10,7.731393939,0.838383838,0.375,1.115,2.717,3.454
14EF,PRE0826,NSL54753,18,8,10,9.241012945,0.627831715,0.4,1.295,3.045,3.393
14EF,PRE0499,NSL67918,18,9,10,10.11326047,0.75872093,0.385,1.29,3.121,3.699
14EF,PRE0308,NSL51234,18,10,10,7.533385965,0.830409357,0.425,1.185,3.062,3.462
14EF,PRE0515,NSL50414,18,11,10,7.973,0.75862069,0.315,0.8,2.401,2.992
14EF,PRE0956,NSL50964,18,12,10,6.387379668,0.823651452,0.35,0.7,2.259,2.802
14EF,PRE0007,PI147838,18,2,9,7.708752,0.802105263,0.35,0.79,2.523,3.11
14EF,PRE0279,NSL50595,18,3,9,6.687737269,0.811808118,0.4,0.7,2.194,2.605
14EF,PRE0490,PI651187,19,1,9,6.574336534,0.799582463,0.45,0.83,2.243,2.853
14EF,PRE0062,PI152730,19,4,9,5.02792443,0.856677524,0.275,0.74,2.142,2.754
14EF,PRE0464,NSL55698,19,5,9,9.519278788,0.787878788,0.36,1.085,2.898,3.193
14EF,PRE0058,PI152705,19,6,9,9.317652778,0.736111111,0.35,0.975,3.334,3.819
14EF,PRE0161,PI276823,19,7,10,7.324593373,0.81626506,0.45,1.07,2.87,3.347
14EF,PRE0402,NSL54175,19,8,10,6.298178073,0.810631229,0.4,0.975,2.76,2.947
14EF,PRE1067,NSL365693,19,9,10,6.718581333,0.813333333,0.35,0.75,2.682,3.049
14EF,PRE0244,NSL50401,19,10,10,8.797923588,0.750830565,0.375,0.875,2.599,2.945
14EF,PRE0201,PI248328,19,11,10,11.02850143,0.72801636,0.35,1.295,3.934,3.825
14EF,PRE0115,PI267369,19,12,10,5.537292308,0.692307692,0.34,1.115,3.323,3.241
14EF,PRE0389,NSL54168,19,2,9,7.057177971,0.814492754,0.385,0.785,2.642,2.885
14EF,PRE0328,NSL51817,19,3,9,8.476030499,0.695014663,0.375,0.95,2.388,2.413
14EF,PRE0100,PI221657,20,1,9,6.865511239,0.818443804,0.4,0.785,2.329,2.813
14EF,PRE0322,PI660580,20,4,9,6.433187342,0.85443038,0.35,1.015,2.755,3.699
14EF,PRE1338,NSL360526,20,5,9,6.120084735,0.760124611,0.3,0.735,2.41,3.07
14EF,Pacesetter,commercial hybrid,20,6,9,9.690636364,0.770053476,0.4,1.34,3.193,3.723
14EF,PRE0315,NSL51358,20,7,10,6.834,0.8,0.325,0.88,2.53,3.195
14EF,PRE0538,NSL50745,20,8,10,8.206062706,0.805280528,0.36,0.86,2.445,2.89
14EF,PRE1442,PI525049,20,9,10,10.76355,0.75,0.375,1.345,3.453,3.842
14EF,PRE0183,PI277167,20,10,10,8.122377049,0.590163934,0.4,0.96,3.13,3.194
14EF,PRE1186,NSL365712,20,11,10,7.167398251,0.793002915,0.375,0.865,2.834,3.075
14EF,PRE0353,NSL52211,20,12,10,7.024966667,0.808457711,0.35,0.895,2.686,3.172
14EF,PRE0467,NSL55643,20,2,9,9.017283158,0.713157895,0.4,1.32,3.342,3.845
14EF,PRE0462,NSL55571,20,3,9,6.997328302,0.720754717,0.4,1.12,2.821,2.689
14EF,PRE1262,PI571191,21,1,11,4.89420307,0.787280702,0.34,0.735,3.052,2.924
14EF,PRE0158,PI276819,21,4,11,2.20441512,0.848797251,0.435,0.975,2.571,2.574
14EF,PRE0297,NSL50634,21,5,11,9.013128472,0.815972222,0.4,0.72,2.265,2.883
14EF,PRE0473,NSL55730,21,6,11,8.01265749,0.805668016,0.325,0.785,1.967,2.6
14EF,PRE0235,PI267614,21,7,12,6.400684783,0.800724638,0.375,0.885,2.677,3.153
14EF,PRE1124,PI651141,21,8,12,6.70414658,0.788273616,0.375,0.9,2.551,3.05
14EF,PRE1156,PI330098,21,9,12,7.543267399,0.706959707,0.285,1.19,3.71,4.244
14EF,PRE0285,PI282857,21,10,12,6.935412625,0.80730897,0.425,1.06,2.994,3.479
14EF,PRE0212,PI291237,21,11,12,9.932645963,0.720496894,0.325,1.065,3.05,3.988
14EF,PRE0277,PI562969,21,12,12,9.809817722,0.772151899,0.45,1.105,2.861,3.331
14EF,Pacesetter,commercial hybrid,21,2,11,8.537152582,0.758215962,0.45,1.26,3.245,3.316
14EF,PRE0242,PI647733,21,3,11,8.106537931,0.670498084,0.375,0.92,2.643,3.125
14EF,PRE1023,PI329903,22,1,11,4.204289786,0.833729216,0.375,0.85,2.369,2.649
14EF,PRE0298,NSL50956,22,4,11,8.574335404,0.813664596,0.35,0.785,2.354,3.108
14EF,PRE0099,PI221651,22,5,11,6.139837795,0.834645669,0.35,0.76,2.154,3.085
14EF,PRE1104,NSL365709,22,6,11,5.947618677,0.785992218,0.25,0.84,2.045,2.869
14EF,PRE0098,PI221625,22,7,12,8.2544,0.764705882,0.375,0.965,2.764,3.379
14EF,PRE0345,NSL51961,22,8,12,6.474414876,0.842975207,0.3,0.69,2.166,2.741
14EF,PRE0466,NSL55230,22,9,12,6.351749304,0.78551532,0.36,0.96,2.583,2.969
14EF,PRE0201,PI248328,22,10,12,8.826133333,0.751633987,0.425,1.24,3.522,3.657
14EF,PRE0417,PI647745,22,11,12,4.462884672,0.777372263,0.225,0.48,1.518,2.006
14EF,PRE1109,NSL51356,22,12,12,2.9614,0.843373494,0.3,0.54,1.382,2.137
14EF,PRE0694,NSL51833,22,2,11,7.422243038,0.721518987,0.3,0.79,2.534,2.614
14EF,PRE0339,PI570916,22,3,11,5.685658044,0.85488959,0.4,0.64,2.461,3.034
14EF,PRE0859,NSL55279,23,1,11,7.11875,0.75,0.3,1.07,3.053,3.387
14EF,PRE0377,NSL67902,23,4,11,5.556507955,0.769886364,0.3,0.705,2.455,2.565
14EF,PRE0566,NSL52006,23,5,11,7.428646753,0.824675325,0.4,0.775,2.063,2.839
14EF,PRE0338,PI570878,23,6,11,6.065479004,0.693950178,0.35,0.97,3.18,3.19
14EF,PRE0450,NSL55043,23,7,12,5.879946535,0.739273927,0.35,1.11,3.003,3.897
14EF,PRE0465,PI155138,23,8,12,7.538939828,0.779369628,0.45,1.06,2.911,3.718
14EF,PRE0407,NSL54233,23,9,12,7.217575,0.772058824,0.34,0.87,2.456,3.204
